,Player,Team,Pos,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
80,Jalen Weaver,FRSNO,SF,9,18.6,6.7,2.8,5.9,0.472,0.6,1.9,0.294,0.6,1.3,0.417,0.4,0.9,1.3,0.8,0.6,0.0,1.1,0.8
81,Isaiah Walker,BLMNT,SF,11,27.8,6.6,2.6,5.5,0.475,1.1,2.5,0.429,0.3,0.6,0.429,1.0,3.9,4.9,1.6,0.5,0.0,1.2,1.9
82,"Jason Fontenet, Jr.",UCSB,SF,8,24.5,6.6,1.9,5.5,0.341,1.3,3.6,0.345,1.6,1.6,1.0,0.1,3.8,3.9,2.1,0.4,0.5,1.9,1.5
83,Tomiwa Sulaiman,TOWS,SF,10,17.8,6.6,2.3,4.0,0.575,0.7,1.4,0.5,1.3,1.6,0.813,1.9,2.1,4.0,0.3,0.8,0.5,0.8,1.3
84,Jordan Geronimo,UMD,SF,10,22.6,6.6,2.3,4.9,0.469,0.1,1.4,0.071,1.9,2.9,0.655,1.6,2.1,3.7,0.6,1.1,0.9,1.4,2.7
85,Dayne Prim,TAMU-CC,SF,9,19.9,6.6,2.4,5.1,0.478,0.6,1.6,0.357,1.1,1.9,0.588,1.6,4.6,6.1,1.0,1.1,0.0,0.3,3.2
86,"Dennis Parker, Jr.",NCST,SF,9,18.6,6.6,2.4,5.3,0.458,0.6,1.9,0.294,1.1,1.8,0.625,1.3,2.4,3.8,0.9,1.1,0.4,0.6,1.2
87,D.J. Jeffries,MISST,SF,10,27.6,6.5,2.2,6.4,0.344,1.0,3.9,0.256,1.1,1.8,0.611,1.0,5.5,6.5,2.3,1.0,0.5,1.3,1.4
88,Javon Cooley,MRST,SF,8,24.4,6.5,2.5,4.8,0.526,0.9,2.4,0.368,0.6,0.8,0.833,1.0,3.8,4.8,0.9,0.6,0.5,0.9,1.8
89,Steven Clay,UIC,SF,10,18.2,6.5,2.2,5.2,0.423,1.2,3.6,0.333,0.9,1.2,0.75,0.6,2.1,2.7,0.8,1.0,0.2,1.1,2.2
90,Nate Pickens,UCR,SF,10,21.8,6.5,1.8,6.8,0.265,0.9,3.4,0.265,2.0,2.4,0.833,1.2,2.1,3.3,2.1,0.8,0.2,1.3,2.3
91,Vincent Brady II,IUPUI,SF,10,24.5,6.5,2.2,6.7,0.328,0.8,3.9,0.205,1.3,1.8,0.722,0.4,1.4,1.8,1.5,1.1,0.1,0.9,1.7
92,Braxton Stacker,SEMO,SF,10,18.9,6.5,2.4,6.8,0.353,0.4,1.8,0.222,1.3,2.0,0.65,0.8,2.1,2.9,0.8,0.8,0.4,2.0,2.4
93,Cam Jones,MCNST,SF,11,20.1,6.5,2.6,5.8,0.453,0.6,2.5,0.259,0.5,0.5,1.0,1.0,2.6,3.6,1.4,1.2,0.3,0.8,1.5
94,Jacobi Wright,SOCAR,SF,9,22.4,6.4,2.1,5.7,0.373,0.7,2.0,0.333,1.6,1.7,0.933,0.4,1.7,2.1,2.0,0.4,0.0,1.1,1.0
95,Derrick Tezeno,SUBR,SF,7,20.0,6.4,2.1,5.0,0.429,0.0,0.3,0.0,2.1,2.4,0.882,1.3,2.1,3.4,0.4,1.7,0.3,0.9,1.7
96,Cam Bryant,GASO,SF,7,24.0,6.4,2.4,7.3,0.333,1.0,4.0,0.25,0.6,1.3,0.444,1.9,2.7,4.6,0.6,1.0,0.3,2.0,2.6
97,Dusty Stromer,ZAGS,SF,10,28.7,6.4,1.9,6.0,0.317,1.3,4.2,0.31,1.3,1.5,0.867,1.4,2.8,4.2,1.7,0.8,0.4,1.1,2.4
98,Nick Alves,USCU,SF,10,22.0,6.4,2.2,5.7,0.386,0.7,2.0,0.35,1.3,1.9,0.684,0.6,1.9,2.5,1.2,1.4,0.3,1.1,1.9
99,Tyrese Hughey,FRMN,SF,8,17.8,6.4,2.5,3.9,0.645,0.8,1.6,0.462,0.6,1.0,0.625,2.0,3.8,5.8,0.5,0.3,0.0,1.6,2.8
0,Enoch Cheeks,DAY,SF,9,29.6,6.3,2.4,5.1,0.478,0.8,2.1,0.368,0.7,1.2,0.545,0.8,3.9,4.7,1.8,1.4,0.8,1.4,1.4
1,Amarr Knox,ALAST,SF,9,16.1,6.3,2.0,6.9,0.29,0.8,2.6,0.304,1.6,2.2,0.7,1.2,1.3,2.6,1.1,0.9,0.0,0.7,1.3
2,Noble Crawford,CHIST,SF,13,21.5,6.3,1.9,3.9,0.49,0.8,1.5,0.526,1.7,2.2,0.759,1.2,2.9,4.1,0.6,1.6,0.9,1.8,1.7
3,Zach Austin,PITT,SF,10,22.9,6.3,2.0,5.1,0.392,0.6,2.8,0.214,1.7,2.5,0.68,1.0,4.4,5.4,0.6,0.9,1.4,0.2,0.8
4,Nick Kern,PENST,SF,10,24.0,6.3,2.5,5.0,0.5,0.0,0.6,0.0,1.3,2.0,0.65,1.0,3.3,4.3,1.9,0.9,0.9,2.2,2.3
5,Joseph Venzant,LBRTY,SF,11,24.4,6.3,2.6,4.2,0.63,0.1,0.6,0.143,0.9,1.4,0.667,2.8,5.5,8.3,0.9,0.8,0.4,0.5,2.5
6,Trevon Reddish-Rhone,PRSBY,SF,11,26.0,6.3,2.2,3.8,0.571,0.2,0.3,0.667,1.7,3.4,0.514,0.9,3.9,4.8,2.6,0.7,0.5,2.1,2.9
7,Nick Townsend,YALE,SF,12,18.1,6.3,2.3,5.3,0.438,0.1,0.7,0.125,1.5,1.8,0.857,2.0,2.8,4.8,0.8,0.5,0.2,1.0,1.5
8,Greg Dolan,L-IL,SF,10,24.6,6.2,2.4,6.2,0.387,1.2,2.8,0.429,0.2,0.4,0.5,0.5,3.3,3.8,3.3,0.5,0.2,1.0,1.8
9,Jamon Battle,UNCA,SF,11,22.5,6.2,2.5,4.5,0.551,0.3,0.8,0.333,1.0,2.3,0.44,1.9,2.6,4.5,1.2,0.6,0.4,1.0,1.8
10,Kristians Feierbergs,MAINE,SF,12,17.6,6.2,2.3,5.1,0.443,0.4,2.0,0.208,1.3,1.5,0.833,0.7,3.4,4.1,0.4,0.5,0.5,0.7,1.9
11,Aidan Rubio,CMU,SF,6,25.3,6.2,2.2,6.3,0.342,1.5,4.2,0.36,0.3,0.3,1.0,1.0,1.2,2.2,0.3,0.5,1.2,1.3,1.7
12,"James Johns, Jr.",FAIR,SF,8,15.1,6.1,2.5,5.9,0.426,1.0,3.3,0.308,0.1,0.6,0.2,0.6,3.0,3.6,0.4,0.5,0.5,0.9,1.8
13,Tanner Cuff,UE,SF,9,21.9,6.1,2.2,4.9,0.455,0.3,1.2,0.273,1.3,1.7,0.8,0.8,4.7,5.4,3.4,1.2,0.0,0.8,1.3
14,Marcus Randolph,STPC,SF,9,23.1,6.1,1.6,5.0,0.311,1.0,2.7,0.375,2.0,2.4,0.818,0.6,0.9,1.4,0.8,0.3,0.0,2.0,1.6
15,Dailyn Swain,XAV,SF,10,21.3,6.1,1.9,4.2,0.452,0.3,1.0,0.3,2.0,2.4,0.833,0.6,1.9,2.5,1.4,1.4,0.9,1.1,1.2
16,David Brown III,L-MD,SF,10,29.1,6.1,2.2,5.1,0.431,1.5,3.5,0.429,0.2,0.3,0.667,0.5,2.1,2.6,0.9,1.1,0.4,1.2,2.0
17,Terrance Arceneaux,U of H,SF,10,19.6,6.0,2.2,5.7,0.386,0.6,2.1,0.286,1.0,1.9,0.526,2.3,2.7,5.0,0.8,1.0,0.5,0.4,1.3
18,Aaron Cash,UTA,SF,9,17.1,6.0,2.6,5.0,0.511,0.6,1.2,0.455,0.3,0.3,1.0,2.2,1.9,4.1,0.9,0.7,0.3,0.4,1.4
19,Chuck O'Bannon Jr.,TCU,SF,7,15.9,6.0,1.4,3.7,0.385,0.4,2.0,0.214,2.7,3.1,0.864,1.0,2.0,3.0,1.3,0.6,0.6,0.1,2.1
20,Matthue Cotton,HAW,SF,8,22.9,6.0,2.0,5.3,0.381,0.9,3.1,0.28,1.1,1.4,0.818,0.5,1.9,2.4,1.4,0.6,0.3,0.9,2.1
21,Monzy Jackson,NMSU,SF,11,18.5,5.9,1.8,5.3,0.345,0.5,2.4,0.231,1.7,2.0,0.864,1.3,2.9,4.2,0.5,0.9,0.2,1.1,2.7
22,Kyle Rose,FORD,SF,10,23.9,5.9,1.8,4.5,0.4,1.3,3.3,0.394,1.0,2.2,0.455,0.9,2.5,3.4,2.1,1.7,0.4,1.4,2.7
23,Jackson Threadgill,CHAR,SF,9,32.2,5.9,2.3,6.6,0.356,0.8,2.9,0.269,0.4,0.6,0.8,0.1,2.0,2.1,1.2,0.7,0.2,0.8,1.4
24,Levi Lewal,NJIT,SF,7,17.6,5.9,2.3,3.3,0.696,0.0,0.1,0.0,1.3,2.6,0.5,0.9,3.3,4.1,0.1,0.4,0.9,1.1,3.1
25,Zondrick Garrett,TAMUC,SF,11,18.0,5.8,2.3,4.9,0.463,0.3,1.5,0.188,1.0,1.5,0.688,0.8,2.0,2.8,0.7,0.5,1.3,0.9,1.4
26,Braeden Carrington,MINN,SF,10,24.8,5.8,1.9,5.3,0.358,0.5,3.0,0.167,1.5,1.9,0.789,1.0,3.7,4.7,1.7,0.7,0.5,1.4,2.3
27,"Shawn Jones, Jr.",MISST,SF,10,18.5,5.8,2.2,4.7,0.468,0.7,2.5,0.28,0.7,0.9,0.778,0.8,1.0,1.8,1.0,0.6,0.4,0.7,2.5
28,Brock Cunningham,TEXAS,SF,9,26.0,5.8,2.0,4.8,0.419,0.9,2.2,0.4,0.9,0.9,1.0,2.1,3.1,5.2,2.8,1.9,0.4,1.4,3.1
29,Ofri Naveh,WVU,SF,9,27.6,5.8,1.4,4.7,0.31,0.6,1.9,0.294,2.3,3.1,0.75,1.4,3.4,4.9,1.9,0.8,0.2,1.1,2.1
30,Keller Boothby,COR,SF,9,16.8,5.8,2.0,4.2,0.474,1.7,3.7,0.455,0.1,0.2,0.5,0.3,0.8,1.1,1.0,0.7,0.0,0.3,0.4
31,Jesper Granlund,LONG,SF,12,27.4,5.8,1.8,4.3,0.412,1.3,2.8,0.455,1.0,1.7,0.6,0.9,1.3,2.2,1.8,0.6,0.3,0.6,1.8
32,Brandon Weston,URI,SF,8,16.6,5.8,2.1,4.3,0.5,1.0,1.6,0.615,0.5,0.5,1.0,0.4,2.0,2.4,1.0,0.6,0.0,0.4,1.5
33,Quion Burns,MAINE,SF,12,18.6,5.8,2.1,5.4,0.385,0.9,3.0,0.306,0.7,1.2,0.571,0.6,2.1,2.7,0.5,0.6,0.2,0.8,1.6
34,Deon Stroud,TEXSO,SF,7,20.0,5.7,2.3,7.1,0.32,0.6,3.4,0.167,0.6,0.9,0.667,0.4,3.0,3.4,1.4,0.7,0.0,1.3,1.0
35,Jared Cross,USMA,SF,7,18.0,5.7,1.9,4.6,0.406,1.3,2.9,0.45,0.7,1.3,0.556,0.9,1.1,2.0,1.0,0.4,0.0,1.4,1.4
36,Preist Ryan,COPST,SF,10,17.2,5.7,2.5,6.4,0.391,0.2,0.8,0.25,0.5,0.7,0.714,1.1,1.6,2.7,0.9,0.2,0.4,0.9,1.1
37,Devan Sapp,UMBC,SF,13,21.3,5.7,2.1,4.8,0.429,1.5,3.5,0.444,0.0,0.2,0.0,0.8,2.8,3.6,0.6,0.6,0.0,1.1,1.8
38,Jordan Jefferson,UALR,SF,11,18.2,5.6,1.8,5.2,0.351,0.5,1.6,0.278,1.5,1.8,0.85,0.5,2.2,2.6,1.6,0.5,0.1,0.7,1.9
39,"Eric Coleman, Jr.",ALAST,SF,8,18.6,5.6,1.5,4.8,0.316,0.8,2.6,0.286,1.9,2.3,0.833,1.4,1.9,3.3,0.4,0.3,0.0,1.1,2.8
40,Garrett Hicks,SAMF,SF,10,16.7,5.6,2.0,5.2,0.385,0.7,2.9,0.241,0.9,1.1,0.818,0.4,1.5,1.9,2.2,1.2,0.1,0.8,1.4
41,Tristan Gross,STET,SF,10,19.7,5.6,1.9,4.7,0.404,1.4,3.5,0.4,0.4,0.4,1.0,0.5,2.0,2.5,0.7,0.5,0.1,0.4,0.9
42,Mason Grant,CAM,SF,10,20.0,5.6,2.0,3.7,0.541,0.2,0.5,0.4,1.4,2.1,0.667,0.9,1.8,2.7,0.0,0.8,1.2,1.0,2.5
43,Marcus Hall,UWGB,SF,11,23.3,5.5,1.6,3.7,0.439,0.5,1.9,0.286,1.6,2.0,0.818,0.8,2.9,3.7,0.6,0.5,0.3,0.8,2.1
44,Josiah Harris,WVU,SF,9,28.7,5.4,1.7,6.8,0.246,0.8,3.8,0.206,1.3,1.7,0.8,1.4,3.7,5.1,1.2,0.2,0.6,1.0,2.0
45,Oziyah Sellers,USC,SF,9,16.0,5.4,2.0,4.9,0.409,0.8,2.6,0.304,0.7,0.9,0.75,0.3,1.1,1.4,0.8,0.4,0.0,0.6,1.0
46,Carlos Hart,NEWOR,SF,10,16.8,5.4,1.6,4.2,0.381,0.1,0.8,0.125,2.1,2.6,0.808,0.7,2.0,2.7,0.8,0.9,0.3,1.3,1.7
47,Kalib Clinton,CHASO,SF,5,15.6,5.4,2.2,3.8,0.579,0.4,0.6,0.667,0.6,1.6,0.375,1.0,2.8,3.8,0.8,0.2,0.4,2.0,2.4
48,Jackson Last,RMU,SF,10,25.9,5.3,1.7,5.1,0.333,1.0,2.8,0.357,0.9,1.2,0.75,1.3,3.0,4.3,1.5,1.3,0.7,1.4,3.4
49,"Aaron Price, Jr.",POLY,SF,10,19.6,5.3,2.1,4.4,0.477,0.0,0.7,0.0,1.1,1.4,0.786,1.7,1.8,3.5,0.5,0.2,0.1,1.1,2.5
50,John Egbuta,IUPUI,SF,11,15.5,5.3,1.6,3.4,0.486,0.3,1.0,0.273,1.7,2.7,0.633,1.5,1.7,3.2,0.2,0.4,0.3,0.8,1.8
51,Will Soucie,UNA,SF,11,19.7,5.3,1.8,5.1,0.357,0.5,0.9,0.5,1.2,1.2,1.0,1.0,1.5,2.5,1.2,0.4,0.0,1.1,2.3
52,Jack Medalie,USNA,SF,8,15.0,5.3,2.3,6.8,0.333,0.6,3.3,0.192,0.1,0.3,0.5,0.6,1.4,2.0,0.6,0.4,0.1,1.1,2.1
53,Daniel Foster,UNR,SF,9,19.6,5.2,1.9,3.8,0.5,0.3,1.0,0.333,1.1,2.1,0.526,1.2,3.1,4.3,1.4,0.6,0.3,0.6,1.4
54,Jah Quinones,MER,SF,9,24.9,5.2,1.9,4.6,0.415,0.6,1.6,0.357,0.9,1.7,0.533,1.1,2.6,3.7,2.4,1.1,0.1,1.6,2.2
55,Chase Martin,WOFF,SF,10,20.9,5.2,1.9,4.9,0.388,0.2,1.6,0.125,1.2,1.7,0.706,0.8,2.4,3.2,1.6,0.2,0.5,1.8,1.9
56,Jyre McCloud,UAPB,SF,11,16.7,5.2,2.3,3.7,0.61,0.0,0.1,0.0,0.6,0.7,0.875,2.0,2.2,4.2,0.3,0.6,0.1,0.6,2.6
57,Rob Taylor II,WAGNR,SF,8,15.9,5.1,2.0,4.5,0.444,0.0,0.1,0.0,1.1,1.9,0.6,1.6,2.1,3.8,0.3,0.6,0.4,0.8,2.3
58,Seyi Reiley,SEA,SF,10,15.4,5.1,1.8,2.9,0.621,0.0,0.0,0.0,1.5,2.4,0.625,1.3,2.1,3.4,0.4,0.6,0.3,1.1,2.2
59,Jahmai Mashack,TENN,SF,10,17.4,5.0,1.4,3.4,0.412,0.1,0.7,0.143,2.1,2.6,0.808,0.9,1.8,2.7,1.0,0.9,0.5,0.8,1.9
60,Rokas Jocys,MAN,SF,9,15.7,5.0,1.8,4.4,0.4,1.4,3.6,0.406,0.0,0.3,0.0,0.3,1.4,1.8,1.1,0.4,0.2,0.9,0.2
61,"Robert Davis, Jr.",UMass,SF,7,19.6,5.0,1.7,5.9,0.293,1.1,4.4,0.258,0.4,0.7,0.6,0.6,2.0,2.6,1.1,0.3,0.1,0.3,1.6
62,Anthony Bryant,AAMU,SF,10,16.1,5.0,1.5,5.1,0.294,0.1,1.0,0.1,1.9,2.6,0.731,0.6,2.3,2.9,0.9,0.8,0.2,1.4,2.0
63,Ivan Reynolds,JKSNV,SF,9,25.2,4.9,1.7,3.1,0.536,0.2,0.4,0.5,1.3,1.8,0.75,0.8,2.4,3.2,1.4,0.6,0.3,1.0,0.8
64,M.J. Collins,VT,SF,9,21.6,4.9,1.4,6.3,0.228,0.3,1.8,0.188,1.7,1.7,1.0,0.4,1.6,2.0,2.1,1.4,0.1,0.9,1.2
65,Mike Woods,USNA,SF,8,16.8,4.9,2.1,4.1,0.515,0.0,0.0,0.0,0.6,0.9,0.714,1.8,2.4,4.1,0.5,1.0,0.4,1.1,2.0
66,Michael Shanks,TNST,SF,11,21.0,4.8,1.5,5.3,0.293,0.5,2.9,0.156,1.3,1.8,0.7,1.0,1.6,2.6,1.1,0.5,0.1,0.5,2.5
67,Jimel Lane,NSU,SF,10,16.3,4.8,1.8,3.5,0.514,0.5,1.4,0.357,0.7,1.2,0.583,0.7,2.0,2.7,0.3,1.0,0.8,1.2,2.0
68,"Jamie Kaiser, Jr.",UMD,SF,10,18.3,4.8,1.5,5.6,0.268,1.0,4.2,0.238,0.8,1.1,0.727,1.1,1.2,2.3,0.2,1.0,0.0,0.5,2.0
69,Coen Carr,MCHST,SF,9,18.4,4.8,1.9,2.9,0.654,0.0,0.0,0.0,1.0,2.0,0.5,1.1,1.8,2.9,0.3,1.0,0.9,0.9,1.4
70,Elijah Walsh,CAM,SF,10,16.9,4.7,1.9,5.0,0.38,0.1,2.0,0.05,0.8,1.1,0.727,1.0,1.7,2.7,0.5,0.7,0.2,0.8,2.1
71,Justin DeGraaf,UCSD,SF,10,16.1,4.7,1.5,3.4,0.441,0.9,2.1,0.429,0.8,0.9,0.889,0.3,0.9,1.2,0.3,0.4,0.1,0.6,1.4
72,Kennard Davis,SOILL,SF,9,22.3,4.7,1.4,3.6,0.406,1.3,3.0,0.444,0.4,1.0,0.444,0.4,3.4,3.9,0.8,1.1,0.1,0.7,2.1
73,Lincoln Ball,AMERU,SF,11,29.1,4.6,1.5,4.7,0.327,0.5,2.0,0.227,1.1,1.5,0.706,2.4,3.9,6.3,2.3,0.8,0.1,0.5,2.3
74,Aaron Franklin,UWM,SF,11,17.9,4.6,2.0,4.0,0.5,0.5,1.4,0.4,0.1,0.1,1.0,1.7,2.1,3.8,0.6,0.7,0.2,0.8,1.4
75,Nyzaiah Chambers,NORF,SF,10,18.8,4.6,1.8,4.1,0.439,0.3,0.9,0.333,0.7,2.1,0.333,1.8,1.9,3.7,0.6,0.5,0.4,1.2,2.0
76,DeAndre Williams,HC,SF,10,22.0,4.6,1.9,4.7,0.404,0.8,2.4,0.333,0.0,0.0,0.0,0.2,1.4,1.6,2.1,0.4,0.4,1.4,1.4
77,Dylan Hayman,UIW,SF,10,25.1,4.5,1.7,3.7,0.459,0.6,1.8,0.333,0.5,0.6,0.833,1.5,2.7,4.2,1.0,0.6,0.6,1.2,2.5
78,Ian Motta,BUCK,SF,10,19.6,4.5,1.8,3.9,0.462,0.5,1.9,0.263,0.4,0.8,0.5,0.7,2.1,2.8,0.7,0.8,0.7,1.0,1.7
79,Sam Alamutu,UVM,SF,11,18.6,4.5,2.0,2.9,0.688,0.3,0.5,0.6,0.2,0.5,0.333,1.8,3.9,5.7,1.0,0.3,0.5,0.4,1.0
80,Langston Reynolds,NOCOL,SF,9,16.4,4.4,1.9,3.3,0.567,0.2,0.4,0.5,0.4,1.2,0.364,0.1,1.2,1.3,1.4,0.4,0.1,1.1,1.6
81,Mekhi Long,VT,SF,10,20.4,4.4,1.6,3.6,0.444,0.0,0.6,0.0,1.2,2.2,0.545,1.6,3.7,5.3,1.2,0.8,0.0,1.3,2.6
82,Mekhi Lowery,TOWS,SF,10,19.4,4.4,1.8,3.5,0.514,0.0,0.0,0.0,0.8,1.9,0.421,1.6,2.1,3.7,0.6,0.8,0.9,0.9,2.2
83,"Corey Floyd, Jr.",PROV,SF,10,21.7,4.4,1.8,4.4,0.409,0.4,2.1,0.19,0.4,0.7,0.571,0.6,2.4,3.0,1.8,0.1,0.2,0.8,1.1
84,Trevon Blassingame,IDAHO,SF,10,18.7,4.4,1.4,3.6,0.389,0.9,2.1,0.429,0.7,1.4,0.5,0.0,1.8,1.8,0.5,0.9,0.4,0.1,1.8
85,Landon Moore,BTLR,SF,10,17.4,4.4,1.4,3.4,0.412,0.7,2.2,0.318,0.9,1.4,0.643,0.0,1.7,1.7,0.9,0.2,0.0,1.2,1.0
86,Giordan Williams,MONT,SF,8,18.4,4.4,1.8,5.3,0.333,0.5,2.5,0.2,0.4,0.5,0.75,0.3,3.4,3.6,0.4,0.3,0.1,0.6,1.8
87,Michael Duax,UNI,SF,11,16.9,4.4,1.7,3.2,0.543,0.4,0.8,0.444,0.5,1.0,0.545,0.9,2.3,3.2,1.1,0.5,0.1,0.8,2.3
88,Akrum Ahemed,UNCG,SF,9,19.2,4.3,1.7,4.2,0.395,0.4,1.8,0.25,0.6,0.9,0.625,0.2,2.2,2.4,1.1,0.4,0.0,0.9,2.1
89,Devin Gordon,NCCU,SF,9,19.8,4.3,1.7,4.0,0.417,0.7,2.3,0.286,0.3,1.4,0.231,0.1,1.0,1.1,0.4,0.9,0.3,0.7,2.7
90,Brandon Stroud,USOFL,SF,7,17.1,4.3,1.4,3.6,0.4,0.1,1.1,0.125,1.3,2.4,0.529,1.6,1.3,2.9,0.6,0.6,0.3,0.7,2.9
91,Chase Beasley,AF,SF,10,20.8,4.2,1.4,3.0,0.467,0.2,0.8,0.25,1.2,1.8,0.667,1.1,1.8,2.9,1.8,0.6,0.3,2.1,2.0
92,Amari Jedkins,UWGB,SF,10,16.9,4.2,1.9,3.2,0.594,0.0,0.0,0.0,0.4,1.1,0.364,0.6,1.6,2.2,0.6,0.9,0.2,1.0,2.0
93,Anthony Wrzeszcz,SHSU,SF,10,19.6,4.2,1.3,5.2,0.25,0.7,3.2,0.219,0.9,1.6,0.563,0.5,1.0,1.5,0.9,0.9,0.3,0.8,1.6
94,"Corey Walker, Jr.",USOFL,SF,8,15.0,4.1,1.4,3.1,0.44,0.0,0.3,0.0,1.4,1.6,0.846,1.1,2.0,3.1,0.4,0.4,0.6,0.4,2.5
95,Qwanzi Samuels,IUPUI,SF,11,20.4,4.0,1.7,4.3,0.404,0.1,1.2,0.077,0.5,0.5,1.0,1.3,3.6,4.9,0.9,0.6,0.1,1.5,1.5
96,Colin Ruffin,LIND,SF,10,21.4,4.0,1.5,4.2,0.357,0.5,1.7,0.294,0.5,0.9,0.556,0.8,2.6,3.4,1.6,1.5,0.1,1.0,2.2
97,Gavin Walsh,BNGH,SF,10,15.9,4.0,1.3,4.2,0.31,0.6,2.0,0.3,0.8,1.8,0.444,0.7,3.9,4.6,0.6,0.7,0.5,0.7,2.0
98,Julius Ellerbe III,EMICH,SF,8,28.1,4.0,1.3,4.4,0.286,0.1,1.4,0.091,1.4,2.0,0.688,1.3,3.9,5.1,3.5,0.4,0.0,2.1,2.1
99,Todd Brogna,STONE,SF,9,18.4,4.0,1.3,4.0,0.333,0.7,2.3,0.286,0.7,1.0,0.667,1.3,2.8,4.1,0.9,0.2,0.6,1.1,1.7
0,"Damien Mayo, Jr.",MZZST,SF,9,23.8,4.0,1.4,3.0,0.481,0.3,1.0,0.333,0.8,1.3,0.583,0.7,1.8,2.4,0.7,0.7,0.6,0.4,2.4
1,Luke Rasmussen,LAFAY,SF,10,17.5,4.0,1.3,3.5,0.371,1.1,2.8,0.393,0.3,0.6,0.5,0.5,1.4,1.9,0.5,0.9,0.1,0.7,1.6
2,Tom Beattie,HAW,SF,8,18.4,4.0,1.5,4.0,0.375,0.1,1.4,0.091,0.9,1.4,0.636,0.6,1.6,2.3,1.3,0.5,0.0,0.6,1.6
3,Chris Moncrief,STFPA,SF,10,17.0,3.9,1.4,3.2,0.438,0.4,0.8,0.5,0.7,1.6,0.438,0.8,1.0,1.8,1.3,0.6,0.5,1.3,0.3
4,Nasir DeGruy,ACU,SF,10,15.2,3.9,1.5,3.3,0.455,0.0,0.5,0.0,0.9,1.1,0.818,0.4,1.6,2.0,1.3,0.2,0.1,0.9,1.5
5,Damani McEntire,BTHCK,SF,9,20.4,3.9,1.0,2.9,0.346,0.6,1.6,0.357,1.3,1.9,0.706,0.9,2.2,3.1,2.0,3.6,0.3,1.4,2.8
6,Da'Shawn Phillip,BGSU,SF,7,25.9,3.9,1.4,3.9,0.37,0.9,2.3,0.375,0.1,0.3,0.5,0.6,4.3,4.9,1.1,0.7,0.1,0.7,1.3
7,Evan Joyner,NC A&T,SF,9,19.0,3.8,1.3,4.1,0.324,0.3,1.3,0.25,0.8,1.4,0.538,1.4,3.4,4.9,0.7,1.1,0.9,0.8,1.6
8,Trent Johnson,IDHST,SF,10,22.7,3.7,1.6,3.9,0.41,0.5,2.1,0.238,0.0,0.1,0.0,0.5,1.6,2.1,1.1,0.4,0.6,1.1,2.0
9,Byron Brown,AF,SF,10,17.1,3.7,1.0,3.0,0.333,0.2,1.2,0.167,1.5,2.0,0.75,0.4,1.2,1.6,0.8,0.3,0.2,0.9,2.1
10,Evan Mahaffey,OSU,SF,10,22.2,3.6,1.3,4.4,0.295,0.1,0.7,0.143,0.9,1.1,0.818,1.7,2.2,3.9,2.2,1.5,0.5,1.2,2.4
11,Tyler Beard,PACI,SF,9,19.1,3.4,1.4,6.0,0.241,0.6,2.3,0.238,0.0,0.2,0.0,0.3,1.7,2.0,2.2,0.4,0.1,1.1,0.9
12,Mahmoud Fofana,CSUN,SF,10,18.2,3.4,1.5,4.7,0.319,0.2,1.4,0.143,0.2,0.8,0.25,1.8,2.8,4.6,0.4,1.0,0.5,1.3,2.7
13,Shaqir O'Neal,TEXSO,SF,5,16.6,3.4,1.0,2.2,0.455,0.6,1.6,0.375,0.8,1.4,0.571,0.4,2.4,2.8,0.6,0.6,0.4,0.6,0.4
14,Matt Stone,UNT,SF,9,15.8,3.3,1.3,2.3,0.571,0.7,1.3,0.5,0.0,0.1,0.0,0.6,1.7,2.2,0.6,0.7,0.0,0.1,1.0
15,P.J. Edwards,BGSU,SF,8,16.0,3.3,1.1,3.4,0.333,0.5,2.0,0.25,0.5,1.0,0.5,0.8,2.0,2.8,1.0,0.5,0.3,0.1,1.3
16,Trace Salton,MRST,SF,8,19.0,3.3,1.4,3.5,0.393,0.1,0.9,0.143,0.4,0.5,0.75,0.4,1.4,1.8,0.3,1.0,0.1,0.5,1.8
17,Andre Mulibea,EWASH,SF,4,19.0,3.3,1.0,4.8,0.211,0.5,2.5,0.2,0.8,2.0,0.375,1.0,2.5,3.5,1.3,0.3,0.0,1.0,2.8
18,Chris Moore,AUB,SF,9,17.7,3.2,1.2,2.6,0.478,0.1,0.8,0.143,0.7,1.0,0.667,1.0,1.3,2.3,1.0,0.2,0.6,0.7,1.1
19,Cam Malray,POLY,SF,5,17.8,3.2,1.2,3.0,0.4,0.2,1.0,0.2,0.6,1.4,0.429,0.8,2.6,3.4,0.8,0.4,0.2,0.4,2.0
20,Tristan Moore,HCU,SF,8,18.8,3.1,1.0,4.0,0.25,0.4,2.3,0.167,0.8,1.0,0.75,0.3,1.9,2.1,1.0,0.0,0.0,1.3,0.6
21,Always Wright,URI,SF,10,17.7,2.9,1.0,2.5,0.4,0.3,1.3,0.231,0.6,0.9,0.667,0.3,1.4,1.7,2.5,0.6,0.1,1.7,1.3
22,Noah Ross,UNCW,SF,9,15.2,2.8,0.8,2.4,0.318,0.6,1.4,0.385,0.7,0.7,1.0,0.7,2.6,3.2,0.6,0.7,0.0,0.7,1.6
